,title,movieId,genres,movie_year,title_only,userId,rating
3240,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,120166,3.5
3241,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,120166,4.5
3242,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,120166,2.5
3243,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,120166,4.0
3244,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,120166,4.0
3245,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,120166,1.5
3246,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,120166,3.5
3247,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,120166,2.0
3248,Creed (2015),146656,Drama,2015.0,Creed,120166,2.5
3249,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,120166,2.5
3250,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,124561,4.0
3251,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,124561,3.5
3252,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,124561,4.0
3253,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,124561,2.5
3254,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,124561,5.0
3255,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,124561,3.5
3256,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,124561,4.5
3257,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,124561,4.0
3258,The Intern (2015),140110,Comedy,2015.0,The Intern,124561,4.0
3259,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,124561,1.5
3260,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,124561,3.5
3261,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,134500,4.5
3262,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,134500,5.0
3263,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,134500,4.5
3264,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,134500,5.0
3265,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,134500,5.0
3266,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,134500,5.0
3267,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,134500,5.0
3268,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,134500,4.0
3269,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,134500,4.5
3270,Nerve (2016),160954,Drama|Thriller,2016.0,Nerve,134500,5.0
3271,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,65750,3.5
3272,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,65750,3.0
3273,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,65750,3.5
3274,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,65750,4.0
3275,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,65750,2.5
3276,It (2017),175303,Horror,2017.0,It,65750,2.5
3277,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,65750,3.0
3278,Captain Fantastic (2016),158966,Drama,2016.0,Captain Fantastic,65750,3.0
3279,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,65750,3.0
3280,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,65750,3.0
3281,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,65750,3.0
3282,Kung Fury (2015),134170,Action|Comedy|Fantasy|Sci-Fi,2015.0,Kung Fury,65750,3.0
3283,The Ballad of Buster Scruggs (2018),193944,Comedy|Drama|Western,2018.0,The Ballad of Buster Scruggs,65750,3.5
3284,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,65750,3.0
3285,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,49498,2.0
3286,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,49498,4.5
3287,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",49498,3.5
3288,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,49498,2.5
3289,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,49498,3.0
3290,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,49498,1.0
3291,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,49498,4.5
3292,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,49498,4.0
3293,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,49498,3.5
3294,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,49498,4.5
3295,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,100510,2.5
3296,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,100510,2.0
3297,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,100510,3.0
3298,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,100510,2.5
3299,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,100510,2.5
3300,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",100510,2.0
3301,Ghostbusters (2016),160080,Action|Comedy|Horror|Sci-Fi,2016.0,Ghostbusters,100510,1.5
3302,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,100510,2.5
3303,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,100510,0.5
3304,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,100510,2.5
3305,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,119843,3.0
3306,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,119843,3.5
3307,Spotlight (2015),142488,Thriller,2015.0,Spotlight,119843,4.5
3308,Room (2015),140174,Drama,2015.0,Room,119843,4.5
3309,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,119843,4.0
3310,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,119843,4.0
3311,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,119843,4.0
3312,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,119843,3.5
3313,Lion (2016),165551,Drama,2016.0,Lion,119843,4.0
3314,Planet Earth II (2016),171011,Documentary,2016.0,Planet Earth II,119843,4.5
3315,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,126620,4.0
3316,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,126620,3.5
3317,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,126620,4.0
3318,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,126620,3.0
3319,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,126620,4.5
3320,The Intern (2015),140110,Comedy,2015.0,The Intern,126620,4.0
3321,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,126620,3.0
3322,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,126620,4.0
3323,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,126620,4.0
3324,Me Before You (2016),152017,Drama|Romance,2016.0,Me Before You,126620,3.5
3325,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,126620,4.0
3326,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,126620,3.5
3327,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,153048,3.5
3328,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,153048,4.5
3329,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,153048,4.0
3330,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,153048,4.0
3331,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,153048,4.0
3332,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,153048,5.0
3333,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,153048,3.5
3334,War Dogs (2016),161131,Comedy,2016.0,War Dogs,153048,3.0
3335,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",153048,3.5
3336,Murder on the Orient Express (2017),177763,Crime|Drama|Mystery,2017.0,Murder on the Orient Express,153048,3.0
3337,Black Mass (2015),136018,Crime|Drama,2015.0,Black Mass,153048,4.0
3338,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,153048,3.5
3339,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,153048,3.0
3340,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,153048,4.0
3341,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,124999,4.0
3342,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,124999,3.5
3343,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,124999,4.0
3344,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,124999,4.5
3345,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,124999,4.0
3346,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,124999,3.5
3347,Captain Fantastic (2016),158966,Drama,2016.0,Captain Fantastic,124999,4.0
3348,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,124999,2.0
3349,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,124999,4.0
3350,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,124999,4.5
3351,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,124999,4.0
3352,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,124999,3.0
3353,Fifty Shades of Grey (2015),125916,Drama|Romance,2015.0,Fifty Shades of Grey,124999,2.5
3354,Brooklyn (2015),127108,Drama|Romance,2015.0,Brooklyn,124999,4.5
3355,Bird Box (2018),194951,Drama|Sci-Fi|Thriller,2018.0,Bird Box,124999,3.0
3356,American Made (2017),176751,Crime|Thriller,2017.0,American Made,124999,3.5
3357,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,147059,4.0
3358,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,147059,4.0
3359,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,147059,4.5
3360,Get Out (2017),168250,Horror,2017.0,Get Out,147059,5.0
3361,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,147059,5.0
3362,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,147059,4.5
3363,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,147059,3.5
3364,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,147059,4.5
3365,Aquaman (2018),143347,Action|Fantasy|Sci-Fi,2018.0,Aquaman,147059,4.0
3366,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,147059,2.5
3367,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,112335,4.5
3368,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,112335,5.0
3369,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,112335,3.5
3370,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,112335,3.5
3371,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,112335,1.0
3372,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,112335,2.0
3373,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,112335,3.5
3374,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,112335,4.0
3375,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,112335,4.0
3376,Spider-Man: Far from Home (2019),201773,Action|Adventure|Sci-Fi,2019.0,Spider-Man: Far from Home,112335,4.0
3377,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,154771,4.0
3378,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,154771,4.0
3379,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,154771,3.5
3380,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,154771,3.5
3381,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,154771,3.5
3382,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,154771,3.5
3383,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,154771,2.0
3384,Piper (2016),160718,Animation,2016.0,Piper,154771,4.5
3385,Straight Outta Compton (2015),140715,Drama,2015.0,Straight Outta Compton,154771,4.0
3386,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,154771,3.5
3387,Black Mass (2015),136018,Crime|Drama,2015.0,Black Mass,154771,4.0
3388,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,153276,2.0
3389,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,153276,3.5
3390,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",153276,4.0
3391,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,153276,2.0
3392,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,153276,1.0
3393,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,153276,2.5
3394,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,153276,3.0
3395,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,153276,3.0
3396,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,153276,2.0
3397,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,153276,4.0
3398,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,153276,3.0
3399,War Dogs (2016),161131,Comedy,2016.0,War Dogs,153276,3.5
3400,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,153276,3.0
3401,The Hitman's Bodyguard (2017),175661,Action|Comedy,2017.0,The Hitman's Bodyguard,153276,2.0
3402,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,153276,4.5
3403,Black Mass (2015),136018,Crime|Drama,2015.0,Black Mass,153276,3.0
3404,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,153276,4.0
3405,Sing Street (2016),156387,Drama,2016.0,Sing Street,153276,3.0
3406,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,153276,3.0
3407,The Mummy (2017),170827,Action|Adventure|Fantasy|Horror|Thriller,2017.0,The Mummy,153276,0.5
3408,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,75791,3.0
3409,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,75791,5.0
3410,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,75791,4.0
3411,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",75791,4.0
3412,Spotlight (2015),142488,Thriller,2015.0,Spotlight,75791,4.0
3413,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,75791,1.0
3414,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",75791,3.0
3415,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,75791,3.0
3416,Me Before You (2016),152017,Drama|Romance,2016.0,Me Before You,75791,3.0
3417,Taken 3 (2015),120635,Action|Crime|Thriller,2015.0,Taken 3,75791,3.0
3418,Get Hard (2015),131013,Comedy|Crime,2015.0,Get Hard,75791,2.0
3419,Southpaw (2015),139642,Action|Drama,2015.0,Southpaw,75791,2.0
3420,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,32796,4.5
3421,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,32796,5.0
3422,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,32796,4.5
3423,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,32796,3.0
3424,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,32796,3.5
3425,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,32796,3.5
3426,The Intern (2015),140110,Comedy,2015.0,The Intern,32796,4.5
3427,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,32796,4.5
3428,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,32796,3.0
3429,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,32796,4.0
3430,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,19379,5.0
3431,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,19379,2.5
3432,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,19379,3.0
3433,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,19379,3.0
3434,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,19379,2.5
3435,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,19379,3.5
3436,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,19379,2.5
3437,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,19379,4.0
3438,Call Me by Your Name (2017),168492,Drama|Romance,2017.0,Call Me by Your Name,19379,4.0
3439,Green Room (2015),141866,(no genres listed),2015.0,Green Room,19379,4.0
3440,The Ballad of Buster Scruggs (2018),193944,Comedy|Drama|Western,2018.0,The Ballad of Buster Scruggs,19379,4.0
3441,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,142367,4.0
3442,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,142367,3.5
3443,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,142367,4.0
3444,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,142367,4.0
3445,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,142367,3.5
3446,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,142367,3.5
3447,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,142367,3.5
3448,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,142367,3.5
3449,Miss Peregrine's Home for Peculiar Children (2016),162600,Fantasy,2016.0,Miss Peregrine's Home for Peculiar Children,142367,3.0
3450,Bird Box (2018),194951,Drama|Sci-Fi|Thriller,2018.0,Bird Box,142367,3.5
3451,Spider-Man: Far from Home (2019),201773,Action|Adventure|Sci-Fi,2019.0,Spider-Man: Far from Home,142367,3.5
3452,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,142367,3.5
3453,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,121419,5.0
3454,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",121419,4.5
3455,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,121419,3.0
3456,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,121419,4.5
3457,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,121419,3.5
3458,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,121419,3.5
3459,It (2017),175303,Horror,2017.0,It,121419,4.5
3460,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,121419,3.5
3461,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,121419,4.0
3462,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,121419,3.5
